=== Shard: train_condensed_010 ===
[train_condensed_010] processed 3450 proteins
[train_condensed_010] processed 3500 proteins
[train_condensed_010] processed 3550 proteins
[train_condensed_010] processed 3600 proteins
[train_condensed_010] processed 3650 proteins
[train_condensed_010] processed 3700 proteins
[train_condensed_010] processed 3750 proteins
[train_condensed_010] processed 3800 proteins
[train_condensed_010] processed 3850 proteins
[train_condensed_010] processed 3900 proteins
[train_condensed_010] processed 3950 proteins
[train_condensed_010] processed 4000 proteins
[train_condensed_010] processed 4050 proteins
[train_condensed_010] processed 4100 proteins
[train_condensed_010] processed 4150 proteins
[train_condensed_010] processed 4200 proteins
[train_condensed_010] processed 4250 proteins
[train_condensed_010] processed 4300 proteins
[train_condensed_010] processed 4350 proteins
[train_condensed_010] processed 4400 proteins
[train_condensed_010] processed 4450 proteins
[train_condensed_010] processed 4500 proteins
[train_condensed_010] processed 4550 proteins
[train_condensed_010] processed 4600 proteins
[train_condensed_010] processed 4650 proteins
[train_condensed_010] processed 4700 proteins
[train_condensed_010] processed 4750 proteins
[train_condensed_010] processed 4800 proteins
[train_condensed_010] processed 4850 proteins
[train_condensed_010] processed 4900 proteins
[train_condensed_010] processed 4950 proteins
[train_condensed_010] processed 5000 proteins
[train_condensed_010] processed 5050 proteins
[train_condensed_010] processed 5100 proteins
[train_condensed_010] processed 5150 proteins
[train_condensed_010] processed 5200 proteins
[train_condensed_010] processed 5250 proteins
[train_condensed_010] processed 5300 proteins
[train_condensed_010] processed 5350 proteins
[train_condensed_010] processed 5400 proteins
[train_condensed_010] processed 5450 proteins
[train_condensed_010] processed 5500 proteins
[train_condensed_010] processed 5550 proteins
[train_condensed_010] processed 5600 proteins
[train_condensed_010] processed 5650 proteins
[train_condensed_010] processed 5700 proteins
[train_condensed_010] processed 5750 proteins
[train_condensed_010] processed 5800 proteins
[train_condensed_010] processed 5850 proteins
[train_condensed_010] processed 5900 proteins
[train_condensed_010] processed 5950 proteins
[train_condensed_010] processed 6000 proteins
[train_condensed_010] processed 6050 proteins
[train_condensed_010] processed 6100 proteins
[train_condensed_010] processed 6150 proteins
[train_condensed_010] processed 6200 proteins
[train_condensed_010] processed 6250 proteins
[train_condensed_010] processed 6300 proteins
[train_condensed_010] processed 6350 proteins
[train_condensed_010] processed 6400 proteins
[train_condensed_010] processed 6450 proteins
[train_condensed_010] processed 6500 proteins
[train_condensed_010] processed 6550 proteins
[train_condensed_010] processed 6600 proteins
[train_condensed_010] processed 6650 proteins
[train_condensed_010] processed 6700 proteins
[train_condensed_010] processed 6750 proteins
[train_condensed_010] processed 6800 proteins
[train_condensed_010] processed 6850 proteins
[train_condensed_010] processed 6900 proteins
[train_condensed_010] processed 6950 proteins
[train_condensed_010] processed 7000 proteins
[train_condensed_010] processed 7050 proteins
[train_condensed_010] processed 7100 proteins
[train_condensed_010] processed 7150 proteins
[train_condensed_010] processed 7200 proteins
[train_condensed_010] processed 7250 proteins
[train_condensed_010] processed 7300 proteins
[train_condensed_010] processed 7350 proteins
[train_condensed_010] processed 7400 proteins
[train_condensed_010] processed 7450 proteins
[train_condensed_010] processed 7500 proteins
[train_condensed_010] processed 7550 proteins
[train_condensed_010] processed 7600 proteins
[train_condensed_010] processed 7650 proteins
[train_condensed_010] processed 7700 proteins
